"","binomial","elevationMin","elevation1Q","elevationMed","elevationMea","elevation3Q","elevationMax","WC1Min","WC11Q","WC1Med","WC1Mea","WC13Q","WC1Max","WC2Min","WC21Q","WC2Med","WC2Mea","WC23Q","WC2Max","WC3Min","WC31Q","WC3Med","WC3Mea","WC33Q","WC3Max","WC4Min","WC41Q","WC4Med","WC4Mea","WC43Q","WC4Max","WC5Min","WC51Q","WC5Med","WC5Mea","WC53Q","WC5Max","WC6Min","WC61Q","WC6Med","WC6Mea","WC63Q","WC6Max","WC7Min","WC71Q","WC7Med","WC7Mea","WC73Q","WC7Max","WC8Min","WC81Q","WC8Med","WC8Mea","WC83Q","WC8Max","WC9Min","WC91Q","WC9Med","WC9Mea","WC93Q","WC9Max","WC10Min","WC101Q","WC10Med","WC10Mea","WC103Q","WC10Max","WC11Min","WC111Q","WC11Med","WC11Mea","WC113Q","WC11Max","WC12Min","WC121Q","WC12Med","WC12Mea","WC123Q","WC12Max","WC13Min","WC131Q","WC13Med","WC13Mea","WC133Q","WC13Max","WC14Min","WC141Q","WC14Med","WC14Mea","WC143Q","WC14Max","WC15Min","WC151Q","WC15Med","WC15Mea","WC153Q","WC15Max","WC16Min","WC161Q","WC16Med","WC16Mea","WC163Q","WC16Max","WC17Min","WC171Q","WC17Med","WC17Mea","WC173Q","WC17Max","WC18Min","WC181Q","WC18Med","WC18Mea","WC183Q","WC18Max","WC19Min","WC191Q","WC19Med","WC19Mea","WC193Q","WC19Max"
"287","Pseudoeurycea unguidentis","2974","2974","2974","2974","2974","2974","11","11","11","11","11","11","10","10","10","10","10","10","73","73","73","73","73","73","124","124","124","124","124","124","18","18","18","18","18","18","4","4","4","4","4","4","14","14","14","14","14","14","12","12","12","12","12","12","11","11","11","11","11","11","13","13","13","13","13","13","10","10","10","10","10","10","972","972","972","972","972","972","186","186","186","186","186","186","10","10","10","10","10","10","85","85","85","85","85","85","496","496","496","496","496","496","37","37","37","37","37","37","319","319","319","319","319","319","59","59","59","59","59","59"
"288","Pseudoeurycea werleri","734","919","943","988.3","1077","1230","20","21","22","21.44","22","23","8","9","9","9.111","9","11","57","59","60","59.78","61","62","186","193","202","198.9","206","209","27","28","29","29","30","31","13","13","14","13.78","14","15","14","14","15","15.22","15","18","21","22","23","22.67","23","24","20","20","21","21","22","22","22","23","24","23.67","25","25","17","18","19","18.78","19","20","2309","2523","2609","2691","2831","3523","384","429","440","460","477","634","30","36","37","44.56","44","78","66","69","69","70.33","71","75","1052","1173","1199","1277","1327","1789","132","152","158","171.1","179","248","446","464","617","603.9","733","784","276","300","324","320.3","336","352"
"289","Pseudotriton montanus","-14","40","113","181.3","250","1670","8","14","16","15.98","18","22","8","13","13","12.98","14","15","27","37","39","39.08","42","50","449","683","751","744.1","808","932","22","31","33","32.36","34","35","-9","-5","-1","-1.029","2","11","21","32","34","33.42","35","38","2","12","21","19.27","26","28","-2","12","16","14.62","19","24","16","24","25","24.94","26","28","-2","3","7","6.56","10","17","942","1176","1255","1286","1380","2082","95","123","138","144.6","166","244","45","68","75","74.76","81","153","7","14","18","19.69","23","54","267","345","381","397.7","445","645","156","230","252","254.6","274","476","261","320","342","372.1","413","642","179","271","300","314.5","360","526"
"290","Pseudotriton ruber","-8","109","215","266.7","359","1670","4","11","14","13.65","16","21","8","12","13","12.7","14","15","23","33","37","36.44","39","46","588","749","809","810.9","882","1113","21","28","31","30.59","33","35","-17","-8","-4","-4.415","-1","9","24","34","35","35.02","37","41","2","12","18","16.9","21","28","-8","0","13","10.71","20","24","16","21","24","23.41","26","28","-9","0","3","3.39","7","13","818","1106","1202","1249","1414","2082","91","113","126","133.6","157","230","40","69","77","76.05","83","153","7","13","16","16.42","19","36","256","319","352","368.8","424","618","138","228","255","253.4","276","476","238","304","320","330.7","340","611","141","239","286","304.7","382","526"
"291","Stereochilus marginatus","-14","13","29","36.65","49","199","14","16","17","17.27","18","20","8","13","13","12.97","14","14","30","39","39","39.83","41","47","563","675","724","714.7","759","823","31","33","34","33.49","34","35","-4","-1","1","0.9181","3","7","26","31","33","32.63","34","36","24","25","26","25.8","26","27","10","12","13","13.34","15","20","24","25","26","25.91","26","27","4","7","8","8.244","10","13","1096","1195","1239","1249","1296","1485","106","135","150","152.8","171","215","51","64","71","69.75","75","86","10","20","24","25.1","30","45","304","380","417","421.5","465","577","189","222","234","234","245","292","304","378","416","418.3","460","577","247","276","282","283.4","289","340"
"292","Thorius arboreus","527","920.5","1696","1589","2048","2777","12","16","18","18.64","22.5","24","8","9.5","11","10.09","11","11","59","61","66","64.45","67","69","128","158","175","181.6","215","228","18","23","26","26.18","31.5","33","6","8.5","10","10.64","13.5","15","12","14","16","15.55","18","18","12","16.5","19","19.18","23.5","25","11","15.5","19","18","21.5","23","13","18","21","20.82","25","27","10","13.5","16","16.09","19.5","21","1344","2196","2749","2472","2830","2888","244","397","496","448.1","511","534","20","34.5","48","45.82","58.5","63","75","76","78","77.91","79","81","689","1122","1410","1259","1436","1477","65","126","168","156","192","207","343","466.5","577","537.5","606.5","652","131","238.5","245","257.4","279","369"
"293","Thorius aureus","2777","2777","2777","2777","2777","2777","12","12","12","12","12","12","8","8","8","8","8","8","65","65","65","65","65","65","128","128","128","128","128","128","18","18","18","18","18","18","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","12","12","11","11","11","11","11","11","13","13","13","13","13","13","10","10","10","10","10","10","1344","1344","1344","1344","1344","1344","244","244","244","244","244","244","20","20","20","20","20","20","81","81","81","81","81","81","689","689","689","689","689","689","65","65","65","65","65","65","343","343","343","343","343","343","131","131","131","131","131","131"
"294","Thorius boreas","1950","2558","2587","2529","2636","2777","12","13","13","13.71","13.5","18","8","9","9","9.286","9.5","11","65","66","67","66.86","67.5","69","128","144.5","146","149.4","148","187","18","20","20","20.71","20.5","26","6","6","7","6.857","7","9","12","13","14","13.86","14","17","12","13","13","13.71","13.5","18","11","12","13","13.14","13.5","17","13","14.5","15","15.43","15.5","20","10","11","12","11.86","12","15","1198","1230","1319","1384","1346","2018","219","225.5","240","254.3","246","378","16","16.5","18","18.86","19.5","26","81","83","84","83.71","85","85","622","640","688","723.4","699","1076","51","53","58","62.14","63","94","127","319","326","318.1","340.5","455","107","112","124","131.1","130.5","202"
"295","Thorius dubitus","2260","2295","2313","2389","2407","2671","10","12.25","13","12.25","13","13","10","10.75","11.5","11.25","12","12","68","68.75","69","68.75","69","69","158","165.5","173.5","172.8","180.8","186","18","20.25","21","20.25","21","21","3","3.75","4","4","4.25","5","15","16.5","17","16.75","17.25","18","11","13.25","14","13.25","14","14","9","10.5","11","10.5","11","11","12","14.25","15","14.25","15","15","8","9.5","10","9.75","10.25","11","548","648.5","746.5","732.5","830.5","889","107","121.2","135","134","147.8","159","9","12","13.5","12.75","14.25","15","77","77.75","78.5","78.5","79.25","80","270","318.8","366","363.8","411","453","32","41.75","49","46.25","53.5","55","193","213.2","232","229","247.8","259","38","51.5","64.5","61.25","74.25","78"
"296","Thorius grandis","2286","2286","2286","2286","2286","2286","18","18","18","18","18","18","12","12","12","12","12","12","82","82","82","82","82","82","97","97","97","97","97","97","25","25","25","25","25","25","11","11","11","11","11","11","14","14","14","14","14","14","19","19","19","19","19","19","18","18","18","18","18","18","19","19","19","19","19","19","17","17","17","17","17","17","1467","1467","1467","1467","1467","1467","297","297","297","297","297","297","8","8","8","8","8","8","95","95","95","95","95","95","829","829","829","829","829","829","34","34","34","34","34","34","331","331","331","331","331","331","65","65","65","65","65","65"
"297","Thorius lunaris","1482","1575","1815","1974","2395","2546","11","12","15","14.44","17","18","11","11","12","11.89","12","14","68","69","70","69.78","71","72","149","160","196","183.9","204","214","18","20","23","22.67","26","27","3","4","6","5.778","7","9","15","16","17","17","18","20","12","12","16","15.56","19","19","10","11","14","13.22","16","16","13","14","17","16.67","20","20","9","10","13","12.22","15","15","793","991","1342","1249","1476","1680","136","163","235","218.8","264","307","18","23","30","28.33","33","37","67","70","71","71.33","73","75","383","465","634","597.1","716","828","58","78","104","96.11","112","123","236","269","352","334.1","389","440","73","109","121","115.1","126","139"
"298","Thorius macdougalli","147","2146","2408","2223","2636","2807","12","13","14","15.07","16","25","8","9","9.5","9.679","10","12","59","66","68","67.64","69","72","125","140.5","146","155.7","162","237","18","19.75","20.5","22.21","23.25","34","5","6","7.5","7.964","9","16","12","13","14","14.32","15","18","12","13","14","15.32","16","26","11","12","13","14.54","16","22","13","14","16","16.86","18","27","10","11","12","13.07","13.25","22","1139","1251","1356","1690","2134","3368","210","228.2","251","305.3","383.5","609","14","17.75","20.5","27.82","35.25","66","73","78.75","81","80.18","83","85","583","635.5","703.5","859.1","1072","1725","47","57.25","66.5","94.29","124.2","220","114","326","349","378.7","457","772","101","111","133.5","170.5","230.8","300"
"299","Thorius magnipes","2307","2310","2313","2313","2316","2319","13","13","13","13","13","13","11","11.25","11.5","11.5","11.75","12","68","68.25","68.5","68.5","68.75","69","168","170.8","173.5","173.5","176.2","179","21","21","21","21","21","21","4","4.25","4.5","4.5","4.75","5","17","17","17","17","17","17","14","14","14","14","14","14","11","11","11","11","11","11","15","15","15","15","15","15","10","10.25","10.5","10.5","10.75","11","548","581.5","615","615","648.5","682","107","111.8","116.5","116.5","121.2","126","9","10","11","11","12","13","78","78.5","79","79","79.5","80","270","286.2","302.5","302.5","318.8","335","32","35.25","38.5","38.5","41.75","45","193","199.8","206.5","206.5","213.2","220","38","42.5","47","47","51.5","56"
"300","Thorius minutissimus","791","861.8","932.5","932.5","1003","1074","24","24","24","24","24","24","13","13","13","13","13","13","81","81.5","82","82","82.5","83","86","88.75","91.5","91.5","94.25","97","32","32","32","32","32","32","16","16","16","16","16","16","16","16.25","16.5","16.5","16.75","17","24","24.25","24.5","24.5","24.75","25","23","23","23","23","23","23","25","25.25","25.5","25.5","25.75","26","23","23","23","23","23","23","747","754.8","762.5","762.5","770.2","778","164","165.5","167","167","168.5","170","1","1","1","1","1","1","103","103.2","103.5","103.5","103.8","104","431","435.8","440.5","440.5","445.2","450","9","9.25","9.5","9.5","9.75","10","249","251.8","254.5","254.5","257.2","260","9","9.25","9.5","9.5","9.75","10"
"301","Thorius minydemus","1642","1982","2142","2148","2298","2674","12","13","14","14.2","15","17","8","9","10","10.4","12","13","60","63","67","66","69","71","180","185","189","194","206","210","20","21","21","21.4","22","23","3","4","6","6","8","9","13","15","15","15.6","17","18","13","14","15","15.2","16","18","9","11","14","12.6","14","15","14","15","16","16.2","17","19","9","10","11","11.4","13","14","978","1020","1241","1333","1702","1726","194","199","246","266.4","338","355","23","29","39","38.4","50","51","63","68","68","69.2","70","77","447","511","552","627.2","797","829","74","93","134","128.2","170","170","252","272","289","316.8","369","402","74","93","161","143.6","179","211"
"302","Thorius munificus","2298","2328","2358","2358","2389","2419","13","13","13","13","13","13","11","11.5","12","12","12.5","13","69","69","69","69","69","69","195","197.8","200.5","200.5","203.2","206","21","21.25","21.5","21.5","21.75","22","4","4","4","4","4","4","17","17.25","17.5","17.5","17.75","18","14","14","14","14","14","14","11","11","11","11","11","11","15","15","15","15","15","15","10","10","10","10","10","10","978","987.8","997.5","997.5","1007","1017","194","196.5","199","199","201.5","204","29","29.5","30","30","30.5","31","68","68","68","68","68","68","447","452.2","457.5","457.5","462.8","468","93","94.5","96","96","97.5","99","252","253","254","254","255","256","93","95","97","97","99","101"
"303","Thorius narisovalis","2648","2658","2703","2757","2802","2974","11","11.75","12.5","12.5","13.25","14","10","10.75","11","11","11.25","12","72","72.75","73","73.75","74","77","122","123.5","130.5","130","137","137","18","19.5","20","20","20.5","22","4","4.75","5","5","5.25","6","14","14.75","15","15","15.25","16","12","12.75","13","13","13.25","14","11","11.75","12","11.75","12","12","13","13.75","14","14","14.25","15","10","10.75","11","11","11.25","12","925","925","945","946.8","966.8","972","174","174.8","180.5","186","191.8","209","8","9.5","10.5","10","11","11","83","83","84","87.25","88.25","98","468","471.8","484.5","501.2","514","568","28","34","36.5","34.5","37","37","284","284.8","302","303.5","320.8","326","37","53.5","64.5","59.5","70.5","72"
"304","Thorius omiltemi","1327","1558","1788","1788","2018","2249","18","19.25","20.5","20.5","21.75","23","12","12.25","12.5","12.5","12.75","13","77","77.75","78.5","78.5","79.25","80","110","116.2","122.5","122.5","128.8","135","26","27.25","28.5","28.5","29.75","31","10","11","12","12","13","14","15","15.5","16","16","16.5","17","19","20.25","21.5","21.5","22.75","24","18","19.25","20.5","20.5","21.75","23","20","21.25","22.5","22.5","23.75","25","17","18","19","19","20","21","1101","1156","1210","1210","1264","1319","237","244.2","251.5","251.5","258.8","266","4","4.75","5.5","5.5","6.25","7","99","101","103","103","105","107","690","710.8","731.5","731.5","752.2","773","16","20","24","24","28","32","252","270.5","289","289","307.5","326","25","30.25","35.5","35.5","40.75","46"
"305","Thorius papaloae","2088","2256","2338","2354","2419","2686","11","13","13.5","13.67","14.75","16","9","10","10.5","10.5","11","12","64","66.25","67","66.67","67.75","68","151","163","163.5","164.5","167","178","19","21.25","22","22","22.75","25","4","5.25","6","5.833","6.75","7","14","15","15.5","15.67","16","18","12","14","14","14.17","14.75","16","11","12.25","13","13","13.75","15","13","15.25","16","15.83","16.75","18","10","11","11.5","11.67","12.75","13","967","1070","1110","1151","1257","1358","189","209","213.5","222.5","239.8","263","9","11.25","12.5","13","15.25","17","87","89.25","90","89.83","90.75","92","532","590.2","606","630.2","679.5","748","34","38.25","42.5","45.33","52","61","255","274.8","287","287.5","299.2","322","71","81.25","88","97","115","132"
"306","Thorius pennatulus","893","1272","1374","1418","1566","1983","15","17.5","19","18.37","19","21","9","11","12","11.69","12.5","14","62","65.5","67","66.63","68","70","191","204","210","208.8","214","220","21","25.5","27","26.66","28","30","7","9","9","9.314","10","12","14","17","18","17.43","18","20","16","19","20","19.6","21","22","13","16","17","16.37","17","19","17","20","21","20.49","21.5","23","12","15","16","15.43","16","18","1238","1508","1730","1703","1811","2237","225","281","319","316.2","338","412","33","36.5","38","39.14","40.5","50","69","73.5","76","75","77","79","589","740.5","855","838.1","910","1132","112","123","127","131","134.5","166","326","408","459","451.8","482.5","551","119","131.5","134","140.9","144","186"
"307","Thorius pulmonaris","2372","2448","2523","2514","2586","2648","13","13.5","14","14","14.5","15","11","11","11","11","11","11","72","72.5","73","72.67","73","73","129","132","135","133.7","136","137","20","20.5","21","21","21.5","22","5","6","7","6.333","7","7","15","15","15","15","15","15","13","13.5","14","14","14.5","15","12","12.5","13","13","13.5","14","14","14.5","15","15","15.5","16","11","11.5","12","12","12.5","13","807","823","839","857","882","925","162","164.5","167","167.7","170.5","174","6","6","6","7.667","8.5","11","83","85.5","88","86.67","88.5","89","424","430","436","442.7","452","468","24","25","26","29","31.5","37","259","266","273","272","278.5","284","45","45.5","46","54.33","59","72"
